[بسم, 115]
 [بشيء, 6]
 [الخوف, 4]
 [والجوع, 1]
 [ونقص, 2]
 [الأموال, 3]
 [والأنفس, 1]
 [والثمرات, 1]
 [أصابتهم, 2]
 [مصيبة, 10]
 [صلوات, 1]
 [ورحمة, 24]
 [المهتدون, 1]
 [الصفا, 1]
 [والمروة, 1]
 [شعائر, 4]
 [حج, 2]
 [اعتمر, 1]
 [جناح, 26]
 [يطوف, 2]
 [بهما, 3]
 [تطوع, 2]
 [خيرا, 37]
 [شاكر, 1]
 [يكتمون, 5]
 [والهدى, 1]
 [بيناه, 1]
 [يلعنهم, 1]
 [ويلعنهم, 1]
 [اللاعنون, 1]
 [تابوا, 10]
 [وأصلحوا, 6]
 [وبينوا, 1]
 [أتوب, 1]
 [وأنا, 26]
 [وماتوا, 4]
 [كفار, 8]
 [لعنة, 7]
 [والملائكة, 14]
 [والناس, 5]
 [أجمعين, 23]
 [خالدين, 44]
 [ينظرون, 25]
 [وإلهكم, 2]
 [إله, 73]
 [واختلاف, 4]
 [الليل, 59]
 [والنهار, 26]
 [والفلك, 2]
 [ينفع, 8]
 [فأحيا, 4]
 [موتها, 11]
 [وبث, 3]
 [دابة, 14]
 [وتصريف, 2]
 [الرياح, 10]
 [والسحاب, 1]
 [المسخر, 1]
 [لآيات, 29]
 [يعقلون, 22]
 [يتخذ, 11]
 [يحبونهم, 1]
 [كحب, 1]
 [حبا, 7]
 [يرى, 7]
 [يرون, 8]
 [القوة, 3]
 [وأن, 69]
 [شديد, 35]
 [تبرأ, 2]
 [اتبعوا, 12]
 [ورأوا, 3]
 [وتقطعت, 1]
 [الأسباب, 3]
 [كرة, 4]
 [فنتبرأ, 1]
 [تبرءوا, 1]
 [يريهم, 1]
 [أعمالهم, 27]
 [حسرات, 2]
 [بخارجين, 2]
 [حلالا, 4]
 [طيبا, 6]
 [تتبعوا, 8]
 [خطوات, 5]
 [مبين, 84]
 [بالسوء, 4]
 [والفحشاء, 2]
 [نتبع, 4]
 [ألفينا, 1]
 [آباءنا, 10]
 [أولو, 20]
 [آباؤهم, 4]
 [يهتدون, 10]
 [ومثل, 3]
 [ينعق, 1]
 [يسمع, 7]
 [دعاء, 7]
 [ونداء, 1]
 [إياه, 8]
 [حرم, 21]
 [الميتة, 4]
 [والدم, 4]
 [ولحم, 5]
 [الخنزير, 3]
 [لغير, 4]
 [اضطر, 4]
 [باغ, 3]
 [عاد, 17]
 [إثم, 6]
 [غفور, 52]
 [ويشترون, 1]
 [يأكلون, 7]
 [بطونهم, 3]
 [يكلمهم, 3]
 [يزكيهم, 2]
 [والعذاب, 1]
 [بالمغفرة, 1]
 [أصبرهم, 1]
 [بأن, 17]
 [نزل, 22]
 [اختلفوا, 9]
 [لفي, 29]
 [بعيد, 14]
 [ليس, 47]
 [البر, 19]
 [والكتاب, 8]
 [والنبيين, 3]
 [وآتى, 3]
 [المال, 4]
 [حبه, 2]
 [ذوي, 2]
 [وابن, 8]
 [والسائلين, 1]
 [الرقاب, 3]
 [وأقام, 2]
 [والموفون, 1]
 [بعهدهم, 1]
 [والصابرين, 4]
 [البأساء, 2]
 [والضراء, 5]
 [وحين, 5]
 [البأس, 2]
 [صدقوا, 5]
 [المتقون, 6]
 [كتب, 23]
 [القصاص, 2]
 [القتلى, 1]
 [الحر, 3]
 [بالحر, 1]
 [والعبد, 1]
 [بالعبد, 1]
 [والأنثى, 4]
 [بالأنثى, 2]
 [عفي, 1]
 [أخيه, 10]
 [فاتباع, 1]
 [بالمعروف, 20]
 [وأداء, 1]
 [بإحسان, 3]
 [تخفيف, 1]
 [اعتدى, 4]
 [أولي, 16]
 [الألباب, 16]
 [أحدكم, 7]
 [ترك, 12]
 [الوصية, 2]
 [للوالدين, 1]
 [والأقربين, 3]
 [حقا, 17]
 [المتقين, 23]
 [بدله, 2]
 [سمعه, 2]
 [إثمه, 1]
 [يبدلونه, 1]
 [سميع, 21]
 [خاف, 5]
 [موص, 1]
 [جنفا, 1]
 [إثما, 7]
 [فأصلح, 1]
 [الصيام, 3]
 [معدودات, 3]
 [مريضا, 3]
 [سفر, 5]
 [فعدة, 2]
 [أيام, 20]
 [أخر, 2]
 [يطيقونه, 1]
 [فدية, 3]
 [مسكين, 2]
 [فهو, 28]
 [تصوموا, 1]
 [شهر, 4]
 [رمضان, 1]
 [القرآن, 43]
 [وبينات, 1]
 [شهد, 4]
 [الشهر, 4]
 [فليصمه, 1]
 [يريد, 38]
 [اليسر, 1]
 [العسر, 3]
 [ولتكملوا, 1]
 [العدة, 2]
 [ولتكبروا, 1]
 [هداكم, 4]
 [سألك, 1]
 [عبادي, 12]
 [عني, 6]
 [فإني, 6]
 [قريب, 14]
 [أجيب, 1]
 [دعوة, 4]
 [الداع, 3]
 [دعان, 1]
 [فليستجيبوا, 2]
 [وليؤمنوا, 1]
 [بي, 12]
 [لعلهم, 41]
 [يرشدون, 1]
 [أحل, 7]
 [الرفث, 1]
 [نسائكم, 5]
 [هن, 7]
 [لباس, 3]
 [لهن, 13]
 [أنكم, 14]
 [تختانون, 1]
 [وعفا, 1]
 [فالآن, 1]
 [باشروهن, 1]
 [وابتغوا, 3]
 [وكلوا, 5]
 [يتبين, 3]
 [الخيط, 2]
 [الأبيض, 1]
 [الأسود, 1]
 [الفجر, 5]
 [أتموا, 1]
 [تباشروهن, 1]
 [عاكفون, 2]
 [المساجد, 2]
 [حدود, 12]
 [تقربوها, 1]
 [يتقون, 18]
 [تأكلوا, 8]
 [أموالكم, 11]
 [بينكم, 29]
 [وتدلوا, 1]
 [الحكام, 1]
 [لتأكلوا, 2]
 [أموال, 5]
 [يسألونك, 9]
 [الأهلة, 1]
 [مواقيت, 1]
 [والحج, 1]
 [وليس, 5]
 [تأتوا, 1]
 [البيوت, 4]
 [ظهورها, 2]
 [اتقى, 5]
 [أبوابها, 3]
 [تفلحون, 11]
 [وقاتلوا, 5]
 [يقاتلونكم, 4]
 [تعتدوا, 3]
 [يحب, 39]
 [المعتدين, 4]
 [واقتلوهم, 3]
 [ثقفتموهم, 2]
 [وأخرجوهم, 1]
 [أخرجوكم, 1]
 [والفتنة, 2]
 [القتل, 5]
 [تقاتلوهم, 1]
 [يقاتلوكم, 5]
 [قاتلوكم, 2]
 [فاقتلوهم, 1]
 [انتهوا, 4]
 [وقاتلوهم, 2]
 [تكون, 25]
 [عدوان, 2]
 [بالشهر, 1]
 [والحرمات, 1]
 [قصاص, 2]
 [فاعتدوا, 1]
 [واعلموا, 18]
 [وأنفقوا, 8]
 [تلقوا, 1]
 [بأيديكم, 2]
 [التهلكة, 1]
 [وأحسنوا, 2]
 [وأتموا, 1]
 [الحج, 7]
 [والعمرة, 1]
 [أحصرتم, 1]
 [استيسر, 2]
 [الهدي, 4]
 [تحلقوا, 1]
 [رءوسكم, 2]
 [يبلغ, 5]
 [محله, 2]
 [أذى, 7]
 [رأسه, 3]
 [ففدية, 1]
 [صيام, 1]
 [صدقة, 4]
 [نسك, 1]
 [فإذا, 87]
 [أمنتم, 4]
 [تمتع, 2]
 [بالعمرة, 1]
 [يجد, 8]
 [فصيام, 4]
 [ثلاثة, 11]
 [وسبعة, 1]
 [رجعتم, 2]
 [كاملة, 2]
 [يكن, 32]
 [حاضري, 1]
 [العقاب, 16]
 [أشهر, 5]
 [معلومات, 2]
 [فرض, 4]
 [فيهن, 9]
 [رفث, 1]
 [فسوق, 2]
 [جدال, 1]
 [يعلمه, 5]
 [وتزودوا, 1]
 [الزاد, 1]
 [التقوى, 6]
 [واتقون, 1]
 [تبتغوا, 2]
 [فضلا, 9]
 [أفضتم, 2]
 [عرفات, 1]
 [فاذكروا, 7]
 [المشعر, 1]
 [واذكروه, 1]
 [قبله, 17]
 [أفيضوا, 2]
 [أفاض, 1]
 [واستغفروا, 3]
 [قضيتم, 2]
 [مناسككم, 1]
 [كذكركم, 1]
 [آباءكم, 3]
 [ذكرا, 10]
 [آتنا, 4]
 [حسنة, 17]
 [وقنا, 2]
 [نصيب, 10]
 [كسبوا, 15]
 [سريع, 9]
 [الحساب, 16]
 [تعجل, 3]
 [يومين, 3]
 [تأخر, 2]
 [تحشرون, 8]
 [يعجبك, 1]
 [قوله, 2]
 [ويشهد, 1]
 [قلبه, 5]
 [ألد, 1]
 [الخصام, 2]
 [تولى, 9]
 [سعى, 3]
 [ليفسد, 1]
 [ويهلك, 1]
 [والنسل, 1]
 [الفساد, 6]
 [اتق, 2]
 [أخذته, 2]
 [العزة, 8]
 [فحسبه, 1]
 [جهنم, 72]
 [المهاد, 5]
 [يشري, 1]
 [ابتغاء, 11]
 [مرضات, 4]
 [رءوف, 6]
 [بالعباد, 5]
 [السلم, 6]
 [كافة, 5]
 [زللتم, 1]
 [جاءتكم, 5]
 [فاعلموا, 6]
 [عزيز, 24]
 [حكيم, 39]
 [هل, 67]
 [يأتيهم, 15]
 [ظلل, 3]
 [وقضي, 5]
 [الأمر, 32]
 [وإلى, 27]
 [ترجع, 6]
 [الأمور, 13]
 [سل, 1]
 [كم, 12]
 [بينة, 14]
 [يبدل, 4]
 [نعمة, 16]
 [جاءته, 1]
 [زين, 11]
 [ويسخرون, 2]
 [اتقوا, 29]
 [فوقهم, 13]
 [يرزق, 4]
 [حساب, 7]
 [واحدة, 29]
 [فبعث, 2]
 [مبشرين, 4]
 [ومنذرين, 4]
 [ليحكم, 5]
 [اختلف, 2]
 [أوتوه, 1]
 [جاءتهم, 18]
 [فهدى, 3]
 [بإذنه, 9]
 [حسبتم, 3]
 [تدخلوا, 6]
 [يأتكم, 6]
 [مستهم, 3]
 [وزلزلوا, 2]
 [معه, 34]
 [متى, 9]
 [نصر, 7]
 [أنفقتم, 4]
 [فللوالدين, 1]
 [القتال, 8]
 [كره, 9]
 [وعسى, 2]
 [تكرهوا, 3]
 [تحبوا, 1]
 [شر, 15]
 [قتال, 2]
 [كبير, 10]
 [وصد, 2]
 [وكفر, 3]
 [والمسجد, 2]
 [وإخراج, 1]
 [أكبر, 18]
 [يزالون, 2]
 [يردوكم, 3]
 [دينكم, 10]
 [استطاعوا, 4]
 [يرتدد, 1]
 [دينه, 2]
 [فيمت, 1]
 [حبطت, 6]
 [والآخرة, 19]
 [هاجروا, 5]
 [وجاهدوا, 10]
 [يرجون, 11]
 [رحمت, 6]
 [الخمر, 3]
 [والميسر, 3]
 [فيهما, 8]
 [ومنافع, 3]
 [وإثمهما, 1]
 [نفعهما, 1]
 [ويسألونك, 6]
 [العفو, 2]
 [تتفكرون, 3]
 [اليتامى, 5]
 [إصلاح, 2]
 [تخالطوهم, 1]
 [فإخوانكم, 3]
 [المفسد, 1]
 [المصلح, 1]
 [لأعنتكم, 1]
 [تنكحوا, 4]
 [المشركات, 1]
 [يؤمن, 27]
 [ولأمة, 1]
 [مؤمنة, 6]
 [مشركة, 2]
 [أعجبتكم, 2]
 [ولعبد, 1]
 [مؤمن, 11]
 [مشرك, 2]
 [أعجبكم, 1]
 [يدعون, 27]
 [يدعو, 8]
 [والمغفرة, 1]
 [ويبين, 2]
 [يتذكرون, 7]
 [المحيض, 3]
 [فاعتزلوا, 1]
 [النساء, 24]
 [تقربوهن, 1]
 [يطهرن, 1]
 [تطهرن, 1]
 [فأتوهن, 1]
 [أمركم, 4]
 [التوابين, 1]
 [ويحب, 1]
 [المتطهرين, 1]
 [نساؤكم, 1]
 [حرث, 4]
 [حرثكم, 2]
 [أنى, 15]
 [وقدموا, 1]
 [ملاقوه, 1]
 [المؤمنين, 78]
 [عرضة, 1]
 [لأيمانكم, 1]
 [تبروا, 1]
 [وتتقوا, 8]
 [وتصلحوا, 1]
 [يؤاخذكم, 4]
 [باللغو, 3]
 [أيمانكم, 15]
 [حليم, 10]
 [يؤلون, 1]
 [نسائهم, 3]
 [تربص, 1]
 [أربعة, 7]
 [فاءوا, 1]
 [عزموا, 1]
 [الطلاق, 2]
 [والمطلقات, 1]
 [يتربصن, 2]
 [بأنفسهن, 2]
 [قروء, 1]
 [يحل, 5]
 [يكتمن, 1]
 [أرحامهن, 1]
 [وبعولتهن, 1]
 [أحق, 11]
 [بردهن, 1]
 [أرادوا, 4]
 [إصلاحا, 2]
 [ولهن, 2]
 [عليهن, 11]
 [وللرجال, 1]
 [درجة, 4]
 [مرتان, 1]
 [فإمساك, 1]
 [بمعروف, 6]
 [تسريح, 1]
 [تأخذوا, 2]
 [آتيتموهن, 4]
 [يخافا, 1]
 [يقيما, 3]
 [خفتم, 7]
 [عليهما, 8]
 [افتدت, 1]
 [تعتدوها, 1]
 [يتعد, 2]
 [الظالمون, 24]
 [طلقها, 2]
 [تحل, 2]
 [تنكح, 1]
 [زوجا, 1]
 [غيره, 13]
 [يتراجعا, 1]
 [ظنا, 3]
 [وتلك, 11]
 [يبينها, 1]
 [طلقتم, 4]
 [فبلغن, 2]
 [أجلهن, 5]
 [فأمسكوهن, 3]
 [سرحوهن, 1]
 [تمسكوهن, 1]
 [ضرارا, 2]
 [لتعتدوا, 1]
 [ظلم, 6]
 [تتخذوا, 13]
 [نعمت, 8]
 [يعظكم, 4]
 [تعضلوهن, 2]
 [ينكحن, 1]
 [أزواجهن, 1]
 [تراضوا, 1]
 [يوعظ, 2]
 [أزكى, 4]
 [وأطهر, 2]
 [والوالدات, 1]
 [يرضعن, 1]
 [أولادهن, 2]
 [حولين, 1]
 [كاملين, 1]
 [يتم, 3]
 [الرضاعة, 2]
 [المولود, 1]
 [رزقهن, 1]
 [وكسوتهن, 1]
 [تكلف, 2]
 [وسعها, 5]
 [تضار, 1]
 [والدة, 1]
 [بولدها, 1]
 [مولود, 2]
 [بولده, 1]
 [الوارث, 1]
 [أرادا, 1]
 [فصالا, 1]
 [تراض, 2]
 [وتشاور, 1]
 [أردتم, 3]
 [تسترضعوا, 1]
 [أولادكم, 7]
 [سلمتم, 1]
 [آتيتم, 3]
 [يتوفون, 2]
 [ويذرون, 3]
 [أزواجا, 14]
 [وعشرا, 1]
 [بلغن, 2]
 [فعلن, 2]
 [أنفسهن, 2]
 [خبير, 25]
 [عرضتم, 1]
 [خطبة, 1]
 [أكننتم, 1]
 [ستذكرونهن, 1]
 [تواعدوهن, 1]
 [سرا, 6]
 [معروفا, 6]
 [تعزموا, 1]
 [عقدة, 3]
 [النكاح, 3]
 [أجله, 2]
 [فاحذروه, 1]
 [تمسوهن, 3]
 [تفرضوا, 1]
 [فريضة, 5]
 [ومتعوهن, 1]
 [الموسع, 1]
 [قدره, 5]
 [المقتر, 1]
 [متاعا, 7]
 [طلقتموهن, 2]
 [فرضتم, 2]
 [فنصف, 1]
 [يعفون, 1]
 [يعفو, 2]
 [بيده, 5]
 [تعفوا, 3]
 [أقرب, 9]
 [للتقوى, 4]
 [تنسوا, 1]
 [حافظوا, 1]
 [الصلوات, 1]
 [الوسطى, 1]
 [وقوموا, 1]
 [قانتين, 1]
 [فرجالا, 1]
 [ركبانا, 1]
 [علمكم, 4]
 [وصية, 6]
 [لأزواجهم, 1]
 [الحول, 1]
 [إخراج, 1]
 [خرجن, 1]
 [معروف, 5]
 [وللمطلقات, 1]
 [متاع, 16]
 [تر, 31]
 [خرجوا, 5]
 [ألوف, 1]
 [موتوا, 2]
 [أحياهم, 1]
 [لذو, 8]
 [أكثر, 31]
 [يشكرون, 9]
 [ذا, 18]
 [يقرض, 2]
 [قرضا, 6]
 [فيضاعفه, 2]
 [أضعافا, 2]
 [كثيرة, 11]
 [يقبض, 1]
 [ويبسط, 1]
 [وإليه, 22]
 [الملإ, 2]
 [لنبي, 3]
 [ابعث, 1]
 [ملكا, 7]
 [نقاتل, 2]
 [عسيتم, 2]
 [تقاتلوا, 2]
 [أخرجنا, 6]
 [ديارنا, 1]
 [وأبنائنا, 1]
 [نبيهم, 2]
 [بعث, 4]
 [طالوت, 2]
 [الملك, 28]
 [بالملك, 1]
 [ولم, 47]
 [يؤت, 4]
 [سعة, 2]
 [اصطفاه, 1]
 [وزاده, 1]
 [بسطة, 2]
 [والجسم, 1]
 [يؤتي, 3]
 [ملكه, 3]
 [يأتيكم, 8]
 [التابوت, 2]
 [سكينة, 1]
 [وبقية, 1]
 [وآل, 3]
 [هارون, 12]
 [تحمله, 2]
 [لآية, 20]
 [فصل, 4]
 [بالجنود, 1]
 [مبتليكم, 1]
 [بنهر, 1]
 [شرب, 5]
 [فليس, 7]
 [يطعمه, 2]
 [اغترف, 1]
 [غرفة, 1]
 [فشربوا, 1]
 [جاوزه, 1]
 [طاقة, 2]
 [اليوم, 41]
 [بجالوت, 1]
 [وجنوده, 7]
 [فئة, 7]
 [قليلة, 1]
 [غلبت, 3]
 [برزوا, 2]
 [لجالوت, 1]
 [أفرغ, 3]
 [صبرا, 8]
 [وثبت, 2]
 [أقدامنا, 3]
 [وانصرنا, 2]
 [القوم, 62]
 [فهزموهم, 1]
 [وقتل, 1]
 [داوود, 14]
 [جالوت, 1]
 [وآتاه, 1]
 [وعلمه, 1]
 [ولولا, 24]
 [دفع, 2]
 [لفسدت, 2]
 [نتلوها, 3]
 [عليك, 57]
 [وإنك, 6]
 [المرسلين, 24]
 [الرسل, 18]
 [فضلنا, 5]
 [كلم, 2]
 [ورفع, 3]
 [درجات, 12]
 [اقتتل, 1]
 [بعدهم, 17]
 [فمنهم, 11]
 [اقتتلوا, 2]
 [أنفقوا, 11]
 [بيع, 3]
 [خلة, 1]
 [والكافرون, 3]
 [الحي, 12]
 [القيوم, 3]
 [تأخذه, 1]
 [نوم, 1]
 [يشفع, 3]
 [خلفهم, 12]
 [يحيطون, 2]
 [علمه, 4]
 [وسع, 4]
 [كرسيه, 2]
 [يئوده, 1]
 [حفظهما, 1]
 [العلي, 6]
 [إكراه, 1]
 [الرشد, 3]
 [الغي, 3]
 [بالطاغوت, 1]
 [ويؤمن, 2]
 [استمسك, 2]
 [بالعروة, 2]
 [الوثقى, 2]
 [انفصام, 1]
 [يخرجهم, 1]
 [الظلمات, 14]
 [النور, 10]
 [أولياؤهم, 2]
 [الطاغوت, 6]
 [يخرجونهم, 1]
 [حاج, 1]
 [آتاه, 2]
 [ربي, 94]
 [ويميت, 9]
 [أنا, 66]
 [أحيي, 1]
 [وأميت, 1]
 [بالشمس, 1]
 [فأت, 4]
 [المغرب, 1]
 [فبهت, 1]
 [كالذي, 5]
 [مر, 4]
 [قرية, 23]
 [وهي, 10]
 [خاوية, 5]
 [عروشها, 3]
 [فأماته, 1]
 [مائة, 8]
 [عام, 4]
 [بعثه, 1]
 [لبثت, 4]
 [فانظر, 13]
 [طعامك, 1]
 [وشرابك, 1]
 [يتسنه, 1]
 [وانظر, 3]
 [حمارك, 1]
 [ولنجعلك, 1]
 [العظام, 3]
 [ننشزها, 1]
 [نكسوها, 1]
 [لحما, 4]
 [أرني, 2]
 [تحيي, 1]
 [أولم, 35]
 [تؤمن, 3]
 [ليطمئن, 1]
 [قلبي, 1]
 [فخذ, 3]
 [الطير, 10]
 [فصرهن, 1]
 [جبل, 3]
 [منهن, 7]
 [جزءا, 2]
 [ادعهن, 1]
 [يأتينك, 1]
 [سعيا, 1]
 [واعلم, 1]
 [أموالهم, 20]
 [حبة, 5]
 [أنبتت, 1]
 [سنابل, 1]
 [سنبلة, 1]
 [يضاعف, 5]
 [يتبعون, 9]
 [قول, 12]
 [ومغفرة, 5]
 [يتبعها, 1]
 [غني, 7]
 [تبطلوا, 2]
 [صدقاتكم, 1]
 [بالمن, 1]
 [والأذى, 1]
 [ينفق, 5]
 [ماله, 6]
 [رئاء, 2]
 [فمثله, 2]
 [صفوان, 1]
 [تراب, 7]
 [فأصابه, 1]
 [وابل, 3]
 [فتركه, 1]
 [صلدا, 1]
 [يقدرون, 3]
 [وتثبيتا, 1]
 [جنة, 18]
 [بربوة, 1]
 [أصابها, 1]
 [فآتت, 1]
 [أكلها, 4]
 [ضعفين, 3]
 [يصبها, 1]
 [فطل, 1]
 [أيود, 1]
 [نخيل, 4]
 [وأعناب, 3]
 [وأصابه, 1]
 [الكبر, 7]
 [وله, 23]
 [ذرية, 10]
 [ضعفاء, 1]
 [فأصابها, 1]
 [إعصار, 1]
 [نار, 21]
 [فاحترقت, 1]
 [تيمموا, 1]
 [الخبيث, 7]
 [تنفقون, 2]
 [ولستم, 1]
 [بآخذيه, 1]
 [تغمضوا, 1]
 [حميد, 6]
 [يعدكم, 5]
 [الفقر, 1]
 [ويأمركم, 1]
 [بالفحشاء, 3]
 [مغفرة, 17]
 [وفضلا, 1]
 [الحكمة, 5]
 [نفقة, 2]
 [نذرتم, 1]
 [نذر, 1]
 [للظالمين, 11]
 [أنصار, 6]
 [تبدوا, 4]
 [الصدقات, 6]
 [فنعما, 1]
 [تخفوها, 1]
 [وتؤتوها, 1]
 [الفقراء, 3]
 [ويكفر, 3]
 [سيئاتكم, 5]
 [هداهم, 4]
 [تنفقوا, 8]
 [فلأنفسكم, 1]
 [يوف, 2]
 [إليكم, 32]
 [تظلمون, 5]
 [للفقراء, 3]
 [أحصروا, 1]
 [يستطيعون, 15]
 [ضربا, 2]
 [يحسبهم, 1]
 [الجاهل, 1]
 [أغنياء, 3]
 [التعفف, 1]
 [تعرفهم, 1]
 [بسيماهم, 5]
 [يسألون, 4]
 [إلحافا, 1]
 [بالليل, 6]
 [وعلانية, 4]
 [الربا, 7]
 [يقومون, 1]
 [يقوم, 5]
 [يتخبطه, 1]
 [المس, 1]
 [البيع, 3]
 [وأحل, 2]
 [وحرم, 3]
 [جاءه, 7]
 [موعظة, 3]
 [فانتهى, 1]
 [سلف, 5]
 [وأمره, 1]
 [يمحق, 1]
 [ويربي, 1]
 [أثيم, 5]
 [وأقاموا, 8]
 [وذروا, 4]
 [بقي, 1]
 [فأذنوا, 1]
 [بحرب, 1]
 [ورسوله, 66]
 [تبتم, 2]
 [فلكم, 3]
 [رءوس, 2]
 [عسرة, 1]
 [فنظرة, 1]
 [ميسرة, 1]
 [تصدقوا, 1]
 [توفى, 2]
 [تداينتم, 1]
 [بدين, 1]
 [أجل, 23]
 [مسمى, 21]
 [فاكتبوه, 1]
 [وليكتب, 1]
 [كاتب, 3]
 [بالعدل, 6]
 [يأب, 2]
 [يكتب, 2]
 [فليكتب, 1]
 [وليملل, 1]
 [وليتق, 2]
 [يبخس, 1]
 [سفيها, 1]
 [ضعيفا, 4]
 [يستطيع, 2]
 [يمل, 1]
 [فليملل, 1]
 [وليه, 1]
 [واستشهدوا, 1]
 [شهيدين, 1]
 [رجالكم, 2]
 [يكونا, 1]
 [رجلين, 5]
 [فرجل, 1]
 [وامرأتان, 1]
 [ترضون, 1]
 [الشهداء, 2]
 [تضل, 2]
 [إحداهما, 5]
 [فتذكر, 1]
 [الأخرى, 5]
 [دعوا, 10]
 [تسأموا, 1]
 [تكتبوه, 1]
 [صغيرا, 2]
 [كبيرا, 17]
 [أقسط, 2]
 [وأقوم, 3]
 [للشهادة, 1]
 [وأدنى, 1]
 [ترتابوا, 1]
 [تجارة, 6]
 [حاضرة, 2]
 [تديرونها, 1]
 [تكتبوها, 1]
 [وأشهدوا, 2]
 [تبايعتم, 1]
 [يضار, 1]
 [شهيد, 12]
 [تجدوا, 7]
 [كاتبا, 1]
 [فرهان, 1]
 [مقبوضة, 1]
 [أمن, 12]
 [بعضا, 9]
 [فليؤد, 1]
 [اؤتمن, 1]
 [أمانته, 1]
 [تكتموا, 1]
 [الشهادة, 2]
 [يكتمها, 1]
 [آثم, 1]
 [تخفوه, 3]
 [يحاسبكم, 1]
 [فيغفر, 1]
 [ويعذب, 6]
 [والمؤمنون, 7]
 [وكتبه, 3]
 [رسله, 5]
 [وأطعنا, 6]
 [غفرانك, 1]
 [وإليك, 3]
 [يكلف, 2]
 [وعليها, 3]
 [اكتسبت, 1]
 [تؤاخذنا, 1]
 [نسينا, 1]
 [أخطأنا, 1]
 [تحمل, 6]
 [إصرا, 1]
 [حملته, 3]
 [قبلنا, 2]
 [تحملنا, 1]
 [واعف, 1]
 [عنا, 11]
 [واغفر, 4]
 [وارحمنا, 3]
 [مولانا, 2]
 [فانصرنا, 1]
 [التوراة, 15]
 [والإنجيل, 8]
 [الفرقان, 4]
 [انتقام, 4]
 [يخفى, 4]
 [يصوركم, 1]
 [الأرحام, 6]
 [محكمات, 1]
 [وأخر, 4]
 [متشابهات, 1]
 [زيغ, 1]
 [فيتبعون, 2]
 [الفتنة, 6]
 [وابتغاء, 2]
 [تأويله, 5]
 [والراسخون, 1]
 [تزغ, 1]
 [هديتنا, 1]
 [وهب, 3]
 [لدنك, 7]
 [رحمة, 34]
 [الوهاب, 3]
 [جامع, 3]
 [ليوم, 8]
 [الميعاد, 5]
 [تغني, 6]
 [أولادهم, 6]
 [وقود, 1]
 [كدأب, 3]
 [كذبوا, 43]
 [فأخذهم, 9]
 [بذنوبهم, 7]
 [ستغلبون, 1]
 [وتحشرون, 1]
 [فئتين, 2]
 [التقتا, 1]
 [تقاتل, 1]
 [وأخرى, 3]
 [كافرة, 1]
 [يرونهم, 1]
 [مثليهم, 1]
 [رأي, 1]
 [العين, 1]
 [يؤيد, 1]
 [بنصره, 3]
 [لعبرة, 5]
 [لأولي, 9]
 [الأبصار, 9]
 [حب, 2]
 [الشهوات, 3]
 [والبنين, 1]
 [والقناطير, 1]
 [المقنطرة, 1]
 [الذهب, 2]
 [والفضة, 2]
 [والخيل, 2]
 [المسومة, 1]
 [والأنعام, 6]
 [والحرث, 1]
 [حسن, 3]
 [المآب, 1]
 [أؤنبئكم, 1]
 [وأزواج, 1]
 [ورضوان, 5]
 [إننا, 5]
 [فاغفر, 6]
 [ذنوبنا, 4]
 [والصادقين, 2]
 [والقانتين, 2]
 [والمنفقين, 1]
 [والمستغفرين, 1]
 [بالأسحار, 1]
 [وأولو, 4]
 [قائما, 4]
 [بالقسط, 14]
 [الإسلام, 4]
 [حاجوك, 1]
 [فقل, 18]
 [وجهي, 2]
 [اتبعن, 1]
 [وقل, 21]
 [والأميين, 1]
 [أأسلمتم, 1]
 [أسلموا, 4]
 [البلاغ, 11]
 [يأمرون, 3]
 [فبشرهم, 3]
 [بعذاب, 13]
 [ناصرين, 7]
 [نصيبا, 8]
 [يتولى, 3]
 [وغرهم, 1]
 [دينهم, 10]
 [يفترون, 18]
 [فكيف, 16]
 [جمعناهم, 1]
 [ووفيت, 2]
 [اللهم, 5]
 [تؤتي, 2]
 [تشاء, 9]
 [وتنزع, 1]
 [وتعز, 1]
 [وتذل, 1]
 [بيدك, 2]
 [الخير, 9]
 [تولج, 1]
 [النهار, 25]
 [وتولج, 1]
 [وتخرج, 2]
 [الميت, 8]
 [وترزق, 1]
 [المؤمنون, 22]
 [أولياء, 34]
 [تتقوا, 2]
 [تقاة, 1]
 [ويحذركم, 2]
 [تخفوا, 1]
 [صدوركم, 4]
 [تبدوه, 1]
 [ويعلم, 12]
 [تجد, 17]
 [عملت, 5]
 [محضرا, 1]
 [تود, 1]
 [بينها, 2]
 [وبينه, 3]
